x,y,z
-10.397116067493934,-10.444520643659454,0.9832923616920213
-10.008534541790688,-10.444520643659454,0.9825252947105996
-9.61995301608744,-10.444520643659454,0.9800071909920796
-9.231371490384193,-10.444520643659454,0.9761944932771408
-8.842789964680945,-10.444520643659454,0.9717609434423404
-8.454208438977698,-10.444520643659454,0.9671618461403745
-8.06562691327445,-10.444520643659454,0.9624959244923599
-7.677045387571203,-10.444520643659454,0.9576658472377505
-7.288463861867956,-10.444520643659454,0.9526219098007895
-6.899882336164708,-10.444520643659454,0.9474813680058782
-6.511300810461461,-10.444520643659454,0.9424698760395551
-6.1227192847582135,-10.444520643659454,0.9377717458934601
-5.734137759054967,-10.444520643659454,0.9334153949588062
-5.3455562333517195,-10.444520643659454,0.9292773395412233
-4.956974707648472,-10.444520643659454,0.9252163259802819
-4.568393181945225,-10.444520643659454,0.9212801125947732
-4.179811656241977,-10.444520643659454,0.917875410922722
-3.7912301305387297,-10.444520643659454,0.9157795914466957
-3.4026486048354823,-10.444520643659454,0.9159247161894184
-3.014067079132235,-10.444520643659454,0.9189916080161648
-2.6254855534289874,-10.444520643659454,0.9249601948077005
-2.236904027725741,-10.444520643659454,0.9328016180104779
-1.8483225020224925,-10.444520643659454,0.9404306986810197
-1.459740976319246,-10.444520643659454,0.9449024437145818
-1.0711594506159994,-10.444520643659454,0.9427451268278764
-0.682577924912751,-10.444520643659454,0.930386794664217
-0.2939963992095045,-10.444520643659454,0.904834330490931
0.09458512649374384,-10.444520643659454,0.8648837969610408
0.4831666521969904,-10.444520643659454,0.8128785469976603
0.8717481779002387,-10.444520643659454,0.7563293913281027
1.2603297036034853,-10.444520643659454,0.7080047810819547
1.6489112293067336,-10.444520643659454,0.6831578854935005
2.03749275500998,-10.444520643659454,0.6938591896281625
2.4260742807132267,-10.444520643659454,0.742493611467492
2.814655806416475,-10.444520643659454,0.8179801876443523
3.2032373321197216,-10.444520643659454,0.8977643757290255
3.59181885782297,-10.444520643659454,0.9558751220952791
3.9804003835262165,-10.444520643659454,0.9737650955975214
4.368981909229465,-10.444520643659454,0.9485750335090619
4.757563434932711,-10.444520643659454,0.8944366209251733
5.14614496063596,-10.444520643659454,0.8360351792828169
5.534726486339206,-10.444520643659454,0.7977193708228179
5.923308012042453,-10.444520643659454,0.793548351875502
6.311889537745701,-10.444520643659454,0.8227555247321604
6.7004710634489495,-10.444520643659454,0.8720196086237848
7.089052589152194,-10.444520643659454,0.9225919889092475
7.477634114855443,-10.444520643659454,0.9584326502021132
7.866215640558691,-10.444520643659454,0.9716973710888521
8.254797166261936,-10.444520643659454,0.9637583817179982
8.643378691965184,-10.444520643659454,0.9423465491075065
9.031960217668432,-10.444520643659454,0.9171422124600916
9.42054174337168,-10.444520643659454,0.8963342471055247
9.809123269074925,-10.444520643659454,0.8853093737235618
10.197704794778174,-10.444520643659454,0.8867883706972493
10.586286320481422,-10.444520643659454,0.900898088123466
10.97486784618467,-10.444520643659454,0.9245508534386654
11.363449371887915,-10.444520643659454,0.9511712306987455
11.752030897591164,-10.444520643659454,0.972399548992193
12.140612423294412,-10.444520643659454,0.9819331987812983
12.529193948997655,-10.444520643659454,0.9792799294001376
-10.397116067493934,-10.081351022403942,0.9854894894977214
-10.008534541790688,-10.081351022403942,0.9861280976874739
-9.61995301608744,-10.081351022403942,0.9843706452444343
-9.231371490384193,-10.081351022403942,0.9804790795838918
-8.842789964680945,-10.081351022403942,0.9752143910219413
-8.454208438977698,-10.081351022403942,0.9693856993273687
-8.06562691327445,-10.081351022403942,0.9636120275701398
-7.677045387571203,-10.081351022403942,0.9583244846737138
-7.288463861867956,-10.081351022403942,0.953846226543887
-6.899882336164708,-10.081351022403942,0.9503948950805898
-6.511300810461461,-10.081351022403942,0.94798671224497
-6.1227192847582135,-10.081351022403942,0.946339166092325
-5.734137759054967,-10.081351022403942,0.94488790968924
-5.3455562333517195,-10.081351022403942,0.9429665985861524
-4.956974707648472,-10.081351022403942,0.9401029091975767
-4.568393181945225,-10.081351022403942,0.9363086832138658
-4.179811656241977,-10.081351022403942,0.9322182811738028
-3.7912301305387297,-10.081351022403942,0.9289744121866497
-3.4026486048354823,-10.081351022403942,0.9278663179785078
-3.014067079132235,-10.081351022403942,0.9298445853900387
-2.6254855534289874,-10.081351022403942,0.9351035317954196
-2.236904027725741,-10.081351022403942,0.9428902512290112
-1.8483225020224925,-10.081351022403942,0.9515754399352547
-1.459740976319246,-10.081351022403942,0.9588719841024006
-1.0711594506159994,-10.081351022403942,0.9620249455912979
-0.682577924912751,-10.081351022403942,0.9579200379176215
-0.2939963992095045,-10.081351022403942,0.9433429807286409
0.09458512649374384,-10.081351022403942,0.9158377068944568
0.4831666521969904,-10.081351022403942,0.8754122786476207
0.8717481779002387,-10.081351022403942,0.8265916788235668
1.2603297036034853,-10.081351022403942,0.779410201523842
1.6489112293067336,-10.081351022403942,0.7477153451229572
2.03749275500998,-10.081351022403942,0.7442761295800862
2.4260742807132267,-10.081351022403942,0.7743524025009892
2.814655806416475,-10.081351022403942,0.8311934723942578
3.2032373321197216,-10.081351022403942,0.8967839470471198
3.59181885782297,-10.081351022403942,0.9485816860333991
3.9804003835262165,-10.081351022403942,0.96937118311956
4.368981909229465,-10.081351022403942,0.9551152800349052
4.757563434932711,-10.081351022403942,0.916522676783809
5.14614496063596,-10.081351022403942,0.8735472905555126
5.534726486339206,-10.081351022403942,0.8459269573092625
5.923308012042453,-10.081351022403942,0.8447129126278029
6.311889537745701,-10.081351022403942,0.8686567476141019
6.7004710634489495,-10.081351022403942,0.906379140076979
7.089052589152194,-10.081351022403942,0.9424013892160034
7.477634114855443,-10.081351022403942,0.9637894331048538
7.866215640558691,-10.081351022403942,0.9645706367501921
8.254797166261936,-10.081351022403942,0.9466114492673501
8.643378691965184,-10.081351022403942,0.9174233449516087
9.031960217668432,-10.081351022403942,0.8866134502611436
9.42054174337168,-10.081351022403942,0.8628580695325907
9.809123269074925,-10.081351022403942,0.8523133191031596
10.197704794778174,-10.081351022403942,0.8580334427286268
10.586286320481422,-10.081351022403942,0.8794203611687501
10.97486784618467,-10.081351022403942,0.9115376958211275
11.363449371887915,-10.081351022403942,0.9454500885957139
11.752030897591164,-10.081351022403942,0.970932604838415
12.140612423294412,-10.081351022403942,0.9811700369126932
12.529193948997655,-10.081351022403942,0.9767194370118195
-10.397116067493934,-9.718181401148428,0.9871823780478286
-10.008534541790688,-9.718181401148428,0.9894889586484188
-9.61995301608744,-9.718181401148428,0.9887931253930358
-9.231371490384193,-9.718181401148428,0.9850534827645402
-8.842789964680945,-9.718181401148428,0.9790178081199628
-8.454208438977698,-9.718181401148428,0.9717904381363178
-8.06562691327445,-9.718181401148428,0.9644927910281963
-7.677045387571203,-9.718181401148428,0.9580799979487395
-7.288463861867956,-9.718181401148428,0.9532326153512594
-6.899882336164708,-9.718181401148428,0.9502491277146395
-6.511300810461461,-9.718181401148428,0.9489578674611011
-6.1227192847582135,-9.718181401148428,0.948730894603476
-5.734137759054967,-9.718181401148428,0.9486608788030868
-5.3455562333517195,-9.718181401148428,0.9478798021022308
-4.956974707648472,-9.718181401148428,0.945913294333056
-4.568393181945225,-9.718181401148428,0.9429226947375804
-4.179811656241977,-9.718181401148428,0.9397118219898084
-3.7912301305387297,-9.718181401148428,0.9374664634314154
-3.4026486048354823,-9.718181401148428,0.937318184035598
-3.014067079132235,-9.718181401148428,0.9399167788777636
-2.6254855534289874,-9.718181401148428,0.9451986774236777
-2.236904027725741,-9.718181401148428,0.9524385032459415
-1.8483225020224925,-9.718181401148428,0.9605099483072999
-1.459740976319246,-9.718181401148428,0.9681395687162365
-1.0711594506159994,-9.718181401148428,0.9739108906605906
-0.682577924912751,-9.718181401148428,0.9759511554436191
-0.2939963992095045,-9.718181401148428,0.9715946440492123
0.09458512649374384,-9.718181401148428,0.9576466300006182
0.4831666521969904,-9.718181401148428,0.9317887820435574
0.8717481779002387,-9.718181401148428,0.8949288268880228
1.2603297036034853,-9.718181401148428,0.8531983439618094
1.6489112293067336,-9.718181401148428,0.8177145320338564
2.03749275500998,-9.718181401148428,0.8010028081696952
2.4260742807132267,-9.718181401148428,0.8110805473463947
2.814655806416475,-9.718181401148428,0.8463288466586738
3.2032373321197216,-9.718181401148428,0.8946535144736195
3.59181885782297,-9.718181401148428,0.9382886052877879
3.9804003835262165,-9.718181401148428,0.9620823057003733
4.368981909229465,-9.718181401148428,0.9606692550522078
4.757563434932711,-9.718181401148428,0.9404385765611206
5.14614496063596,-9.718181401148428,0.915385863728527
5.534726486339206,-9.718181401148428,0.8995546008057893
5.923308012042453,-9.718181401148428,0.9003989182562334
6.311889537745701,-9.718181401148428,0.9162498411416184
6.7004710634489495,-9.718181401148428,0.9383512697947767
7.089052589152194,-9.718181401148428,0.9556090765661163
7.477634114855443,-9.718181401148428,0.959433863543431
7.866215640558691,-9.718181401148428,0.9467181053800706
8.254797166261936,-9.718181401148428,0.9202508148736139
8.643378691965184,-9.718181401148428,0.8870364919114733
9.031960217668432,-9.718181401148428,0.8556872482491615
9.42054174337168,-9.718181401148428,0.8340931543762207
9.809123269074925,-9.718181401148428,0.8279348709650144
10.197704794778174,-9.718181401148428,0.8397467586185574
10.586286320481422,-9.718181401148428,0.8679924885997633
10.97486784618467,-9.718181401148428,0.9063716230488497
11.363449371887915,-9.718181401148428,0.9445890115587932
11.752030897591164,-9.718181401148428,0.9716702439043567
12.140612423294412,-9.718181401148428,0.9810464262583957
12.529193948997655,-9.718181401148428,0.97441666774929
-10.397116067493934,-9.355011779892916,0.9865992511812443
-10.008534541790688,-9.355011779892916,0.9910632941709987
-9.61995301608744,-9.355011779892916,0.9922386022578964
-9.231371490384193,-9.355011779892916,0.9896234685311451
-8.842789964680945,-9.355011779892916,0.9836864264834733
-8.454208438977698,-9.355011779892916,0.9755028841173972
-8.06562691327445,-9.355011779892916,0.9663912826578653
-7.677045387571203,-9.355011779892916,0.9576319453622057
-7.288463861867956,-9.355011779892916,0.950247434545959
-6.899882336164708,-9.355011779892916,0.944827129063741
-6.511300810461461,-9.355011779892916,0.9414344830324196
-6.1227192847582135,-9.355011779892916,0.9396570551861687
-5.734137759054967,-9.355011779892916,0.9388157285352731
-5.3455562333517195,-9.355011779892916,0.9382727996948763
-4.956974707648472,-9.355011779892916,0.9377191848398415
-4.568393181945225,-9.355011779892916,0.9373116463719897
-4.179811656241977,-9.355011779892916,0.9375824694377359
-3.7912301305387297,-9.355011779892916,0.9391458026123745
-3.4026486048354823,-9.355011779892916,0.9423362852608405
-3.014067079132235,-9.355011779892916,0.9469728082706925
-2.6254855534289874,-9.355011779892916,0.9523958169140996
-2.236904027725741,-9.355011779892916,0.9577888718774662
-1.8483225020224925,-9.355011779892916,0.9626244616840355
-1.459740976319246,-9.355011779892916,0.966946870598127
-1.0711594506159994,-9.355011779892916,0.9711979224769551
-0.682577924912751,-9.355011779892916,0.9754810237836851
-0.2939963992095045,-9.355011779892916,0.9785625538405445
0.09458512649374384,-9.355011779892916,0.9773567229728999
0.4831666521969904,-9.355011779892916,0.9677348168095283
0.8717481779002387,-9.355011779892916,0.9468752088139964
1.2603297036034853,-9.355011779892916,0.9161497095691264
1.6489112293067336,-9.355011779892916,0.8825467248712155
2.03749275500998,-9.355011779892916,0.856908015573733
2.4260742807132267,-9.355011779892916,0.8490999167783946
2.814655806416475,-9.355011779892916,0.8625947220984584
3.2032373321197216,-9.355011779892916,0.8919517628704219
3.59181885782297,-9.355011779892916,0.9252228803468576
